,AREA,INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,UTILITY_AVAIL,STREET,MZZONE,AGE,BUILD_YEAR,SALES_PRICE,BUILDTYPE_Commercial,BUILDTYPE_House,BUILDTYPE_Other
1863,3,1082,1,1,3,2,1,3,1,5,18,1994,12944300,1,0,0
1864,1,1338,2,2,4,2,1,2,2,2,8,2003,7384750,0,0,1
1865,1,1559,2,2,4,4,0,1,1,2,14,1996,5749000,0,1,0
1866,1,860,1,1,2,2,0,1,2,5,37,1972,6063250,0,0,1
1867,4,1769,2,1,4,3,1,4,3,1,24,1985,9626680,0,0,1
1868,3,1197,1,1,3,1,0,2,3,5,14,1997,9273100,0,1,0
1869,4,1971,3,2,5,1,1,3,1,4,28,1976,15559710,1,0,0
1870,4,1966,3,2,5,3,1,2,1,3,7,2000,9665040,0,1,0
1871,5,2176,3,2,5,3,0,2,2,5,11,1997,11751940,0,0,1
1872,1,1519,2,2,4,4,0,1,1,1,8,2004,5686125,0,0,1
1873,5,1892,3,2,5,1,1,4,2,5,23,1986,11526700,0,0,1
1874,3,786,1,1,2,4,0,4,1,5,8,2001,6900800,0,1,0
1875,3,942,1,1,3,3,1,4,3,5,38,1975,9824040,0,0,1
1876,1,1344,2,2,4,3,1,2,3,3,41,1970,7524750,0,1,0
1877,1,943,1,1,3,4,1,3,3,3,32,1979,7102125,0,0,1
1878,3,1098,1,1,3,4,0,3,3,5,31,1979,8901650,0,1,0
1879,1,1190,1,1,3,2,0,1,3,3,9,2001,6499750,0,1,0
1880,4,1590,2,1,4,1,1,3,3,4,26,1982,9637220,0,1,0
1881,1,1040,1,1,3,4,1,1,3,3,20,1991,9567000,1,0,0
1882,5,1524,2,1,4,5,0,4,3,4,17,1991,9890620,0,0,1
1883,3,1132,1,1,3,3,1,3,1,4,23,1985,8356850,0,1,0
1884,6,1699,1,1,4,3,1,1,3,4,43,1969,19297260,1,0,0
1885,3,1204,2,1,4,4,1,3,2,4,20,1986,10096480,0,0,1
1886,2,1003,1,1,3,5,0,4,3,5,13,1999,13709595,1,0,0
1887,6,1610,1,1,4,3,1,1,3,5,45,1963,12364800,0,1,0
1888,4,1869,3,2,5,5,0,1,2,2,44,1960,8074630,0,1,0
1889,6,1676,1,1,4,1,1,3,2,6,14,1995,20302130,1,0,0
1890,2,929,1,1,3,5,1,3,1,6,29,1980,9494835,0,1,0
1891,1,1265,1,1,3,4,0,2,3,6,13,1997,8970625,0,0,1
1892,7,1585,1,1,4,3,0,1,2,5,36,1972,17556170,1,0,0
1893,3,729,1,1,2,4,0,3,1,6,20,1993,9860400,1,0,0
1894,7,1882,2,1,5,2,0,4,1,5,16,1991,12235870,0,1,0
1895,2,912,1,1,3,1,1,2,1,1,16,1990,9350240,1,0,0
1896,5,2147,3,2,5,4,0,2,2,6,18,1993,17180560,1,0,0
1897,3,898,1,1,3,3,1,3,3,6,40,1973,12906800,1,0,0
1898,4,1979,3,2,5,2,1,1,1,4,17,1992,15965590,1,0,0
1899,1,1398,2,2,4,4,0,3,2,5,39,1971,7443250,0,1,0
1900,1,942,1,1,3,3,1,4,2,2,20,1990,5895000,0,1,0
1901,1,1504,2,2,4,1,0,1,2,6,44,1966,7868000,0,1,0
1902,3,821,1,1,3,5,1,2,3,4,9,1999,8707750,0,1,0
1903,2,1045,1,1,3,2,0,1,2,3,20,1989,11329800,1,0,0
1904,3,1149,1,1,3,4,0,4,2,4,19,1990,8318450,0,1,0
1905,6,1666,1,1,4,1,1,2,3,4,28,1979,13009590,0,0,1
1906,1,1210,1,1,3,1,1,4,3,4,30,1980,8333250,0,0,1
1907,4,1523,2,1,4,1,1,1,2,2,41,1970,8078620,0,0,1
1908,3,891,1,1,3,1,0,3,1,6,37,1975,10674350,1,0,0
1909,7,1955,2,1,5,1,1,4,3,5,36,1976,22302670,1,0,0
1910,3,1191,1,1,3,5,0,4,3,5,7,2002,10749120,0,0,1
1911,5,1641,2,1,4,3,0,4,2,4,5,2003,9575120,0,0,1
1912,3,740,1,1,2,3,1,2,3,4,34,1974,7525500,0,1,0
1913,4,1588,2,1,4,3,0,4,2,1,40,1965,11385450,1,0,0
1914,1,1272,1,1,3,1,1,2,2,3,8,2003,7544000,0,0,1
1915,3,879,1,1,3,4,0,3,3,6,20,1990,12177400,1,0,0
1916,3,1228,2,1,4,3,0,1,3,5,25,1983,10071110,0,0,1
1917,1,946,1,1,3,5,0,1,1,4,15,1995,7922250,1,0,0
1918,1,867,1,1,2,3,1,2,3,2,43,1969,7691250,1,0,0
1919,4,1932,3,2,5,3,1,4,1,1,51,1953,7733620,0,1,0
1920,4,1617,2,1,4,4,0,4,1,5,47,1959,13014740,1,0,0
1921,5,2179,3,2,5,4,1,3,2,6,18,1992,18485760,1,0,0
1922,1,1040,1,1,3,1,1,3,1,1,33,1976,4437750,0,1,0
1923,1,950,1,1,3,4,1,2,3,1,18,1993,8047500,1,0,0
1924,1,1354,2,2,4,5,0,3,1,2,47,1963,5131250,0,1,0
1925,4,1739,2,1,4,1,0,2,2,1,36,1970,11730190,1,0,0
1926,2,935,1,1,3,2,0,3,1,6,30,1979,11679050,1,0,0
1927,1,1484,2,2,4,1,1,3,2,1,35,1975,6790750,0,0,1
1928,5,2182,3,2,5,2,0,2,3,5,26,1983,11774560,0,0,1
1929,6,1711,1,1,4,2,0,2,1,4,17,1992,11523870,0,0,1
1930,3,886,1,1,3,1,0,1,2,4,28,1981,6956820,0,0,1
1931,4,1760,2,1,4,5,1,4,3,5,34,1971,16616430,1,0,0
1932,3,1283,2,1,4,2,1,4,1,5,29,1981,9606750,0,1,0
1933,1,1155,1,1,3,1,0,4,1,5,33,1978,6125250,0,1,0
1934,1,752,1,1,2,3,1,2,2,3,11,1999,5807250,0,1,0
1935,5,1888,3,2,5,1,1,4,3,6,22,1987,11805840,0,1,0
1936,3,1211,2,1,4,2,0,3,3,4,22,1988,13261700,1,0,0
1937,1,1248,1,1,3,4,1,4,1,1,31,1979,5710250,0,0,1
1938,5,1892,3,2,5,4,1,3,2,6,17,1992,16967540,1,0,0
1939,2,1030,1,1,3,3,0,4,1,1,21,1987,5743315,0,1,0
1940,3,1254,2,1,4,2,0,3,1,5,21,1993,9095330,0,0,1
1941,5,1762,2,1,4,5,0,4,3,4,19,1993,14826580,1,0,0
1942,1,1622,2,2,4,2,0,4,1,4,25,1987,11168750,1,0,0
1943,3,951,1,1,3,2,0,2,1,6,30,1983,11264700,1,0,0
1944,6,1981,2,1,5,2,0,3,1,5,19,1989,20697180,1,0,0
1945,1,1628,2,2,4,4,0,1,1,2,7,2003,6008250,0,1,0
1946,3,797,1,1,2,4,0,1,1,6,23,1985,7142850,0,1,0
1947,1,1587,2,2,4,4,1,3,1,3,32,1979,11268000,1,0,0
1948,3,1081,1,1,3,2,0,2,1,4,9,1999,11318950,1,0,0
1949,6,1895,2,1,5,2,1,3,2,4,11,1998,14358470,0,0,1
1950,3,973,1,1,3,4,1,2,3,4,40,1971,12173800,1,0,0
1951,3,844,1,1,3,3,1,3,3,5,7,2002,9319450,0,1,0
1952,3,965,1,1,3,4,0,2,1,4,27,1979,6598000,0,1,0
1953,4,1742,2,1,4,2,0,3,3,1,13,1998,8539610,0,0,1
1954,5,1304,1,1,3,5,1,2,2,6,5,2003,10779980,0,0,1
1955,7,1510,1,1,4,1,0,1,2,6,24,1983,11220930,0,1,0
1956,7,1888,2,1,5,3,1,2,1,5,23,1986,21014810,1,0,0
1957,6,1540,1,1,4,1,1,3,2,6,9,2001,19142980,1,0,0
1958,1,1023,1,1,3,1,1,2,3,3,11,1999,7310375,0,0,1
1959,1,798,1,1,2,1,0,4,3,3,14,1995,7506500,1,0,0
1960,6,1624,1,1,4,4,1,2,3,5,14,1996,13099130,0,1,0
1961,5,1612,2,1,4,2,0,4,2,4,7,2002,8599740,0,1,0
1962,7,1723,1,1,4,5,1,2,2,5,39,1971,14028720,0,0,1
1963,3,950,1,1,3,1,1,4,1,5,23,1985,11873250,1,0,0
1964,7,1919,2,1,5,3,1,2,1,4,34,1973,20496430,1,0,0
1965,7,1528,1,1,4,3,1,3,3,6,26,1987,14203260,0,0,1
1966,1,1081,1,1,3,3,1,4,2,2,36,1975,5940250,0,1,0
1967,3,1002,1,1,3,1,1,3,3,5,6,2008,10232240,0,0,1
1968,3,937,1,1,3,2,0,3,3,6,12,1996,9037200,0,1,0
1969,5,2372,4,2,6,5,1,4,3,6,22,1986,13851040,0,1,0
1970,3,1237,2,1,4,2,0,3,2,4,10,2000,13331300,1,0,0
1971,3,1242,2,1,4,1,0,3,1,6,9,2004,13896950,1,0,0
1972,4,1700,2,1,4,5,1,2,1,1,42,1965,7326290,0,1,0
1973,5,2422,4,2,6,5,0,3,3,5,15,1996,12532900,0,1,0
1974,3,801,1,1,3,3,0,1,3,5,38,1971,7385300,0,1,0
1975,4,1503,2,1,4,3,0,1,1,3,51,1958,10769370,1,0,0
1976,6,1549,1,1,4,3,1,1,1,6,24,1984,18531930,1,0,0
1977,2,606,1,1,2,2,1,2,2,3,36,1974,8605340,1,0,0
1978,3,1277,2,1,4,3,1,4,2,5,34,1978,10150100,0,1,0
1979,3,791,1,1,2,4,0,1,2,4,18,1996,9525100,1,0,0
1980,7,1878,2,1,5,4,0,4,1,6,29,1982,20734630,1,0,0
1981,1,806,1,1,2,5,0,4,2,6,30,1979,7210750,0,0,1
1982,7,1543,1,1,4,1,1,2,3,6,39,1970,19083430,1,0,0
1983,5,1363,2,1,4,2,1,3,2,4,10,1998,12572000,1,0,0
1984,7,1584,1,1,4,1,0,3,1,4,5,2004,11173220,0,0,1
1985,6,1794,1,1,4,5,1,1,2,5,18,1996,20940460,1,0,0
1986,1,704,1,1,2,5,1,4,1,6,38,1972,6965500,0,1,0
1987,6,1531,1,1,4,5,0,3,1,5,24,1983,11779810,0,0,1
1988,3,1003,1,1,3,3,1,2,1,6,12,1998,9778110,0,0,1
1989,3,1010,1,1,3,3,1,3,2,6,16,1998,9773000,0,1,0
1990,6,1794,1,1,4,1,1,4,2,4,14,1993,12653630,0,1,0
1991,5,1756,2,1,4,4,0,2,2,6,24,1986,10630800,0,0,1
1992,2,1188,1,1,3,2,1,2,3,3,16,1992,14196640,1,0,0
1993,3,1164,1,1,3,3,0,3,2,5,39,1970,12873650,1,0,0
1994,7,1851,2,1,5,4,1,4,1,4,27,1985,13698720,0,0,1
1995,3,1176,1,1,3,3,1,2,3,5,15,1995,10881370,0,0,1
1996,5,1503,2,1,4,3,1,4,3,5,5,2003,11327760,0,0,1
1997,1,1621,2,2,4,1,1,4,2,3,7,2004,8892625,0,0,1
1998,1,883,1,1,2,4,0,3,3,1,11,1999,5057875,0,0,1
1999,3,1257,2,1,4,2,1,3,2,4,25,1984,9481950,0,1,0
2000,1,552,1,1,2,2,1,3,3,2,47,1964,4950250,0,0,1
2001,6,1803,2,1,5,1,1,3,1,4,23,1989,12993900,0,0,1
2002,1,721,1,1,2,3,1,1,2,1,7,2002,6453250,1,0,0
2003,4,1573,2,1,4,2,0,1,1,5,33,1974,8545010,0,0,1
2004,3,723,1,1,2,4,1,1,2,6,7,2001,8725650,0,1,0
2005,3,1148,1,1,3,2,0,4,3,6,21,1988,10437110,0,0,1
2006,5,1513,2,1,4,1,0,3,3,5,23,1988,9507320,0,0,1
2007,3,951,1,1,3,4,0,3,2,5,28,1982,7862800,0,1,0
2008,5,2449,4,2,6,1,0,3,3,4,25,1985,12084280,0,0,1
2009,7,1597,1,1,4,4,1,1,2,4,29,1984,12569440,0,0,1
2010,1,1058,1,1,3,1,0,4,1,2,21,1990,7020750,1,0,0
2011,1,1438,2,2,4,1,1,2,3,1,34,1976,6505500,0,1,0
2012,1,1616,2,2,4,4,0,2,2,1,23,1986,5829250,0,1,0
2013,2,632,1,1,2,3,1,4,3,6,28,1980,11719720,1,0,0
2014,3,953,1,1,3,5,0,3,3,5,18,1991,8801100,0,1,0
2015,5,1714,2,1,4,3,0,2,2,5,7,2003,9470340,0,1,0
2016,5,1334,2,1,4,1,0,4,2,5,16,1995,11813720,1,0,0
2017,6,1770,1,1,4,2,0,2,2,6,26,1989,19844870,1,0,0
2018,1,1098,1,1,3,3,1,1,3,2,24,1987,6465000,0,1,0
2019,3,1010,1,1,3,2,0,1,3,6,13,1997,9207350,0,1,0
2020,1,1195,1,1,3,4,0,3,3,5,18,1991,10795500,1,0,0
2021,2,624,1,1,2,1,0,3,2,3,20,1987,5378000,0,1,0
2022,3,1272,2,1,4,4,0,2,2,5,10,1998,10030140,0,0,1
2023,5,1324,1,1,3,2,0,3,3,6,14,1996,9140480,0,1,0
2024,5,2424,4,2,6,4,1,3,2,4,19,1991,18796780,1,0,0
2025,5,1438,2,1,4,3,1,3,2,5,26,1986,13444320,1,0,0
2026,2,701,1,1,2,4,1,2,2,6,11,1997,11764865,1,0,0
2027,3,1236,2,1,4,5,1,3,2,5,20,1990,11240520,0,0,1
2028,4,1744,2,1,4,2,1,1,1,1,44,1964,7670180,0,0,1
2029,3,1078,1,1,3,2,1,1,1,4,31,1979,8372710,0,0,1
2030,3,901,1,1,3,3,1,4,3,5,14,2000,9491300,0,1,0
2031,4,1669,2,1,4,1,1,1,3,3,45,1961,13852750,1,0,0
2032,2,1073,1,1,3,4,0,1,1,6,8,1999,9537120,0,0,1
2033,1,1273,1,1,3,2,0,4,2,6,28,1983,11026000,1,0,0
2034,2,1235,2,2,4,4,0,1,3,2,12,1995,13158180,1,0,0
2035,1,1400,2,2,4,5,0,2,2,2,49,1963,6195750,0,0,1
2036,6,1598,1,1,4,1,1,2,1,4,39,1972,11450470,0,0,1
2037,6,1819,2,1,5,4,0,3,3,6,16,1993,13763020,0,1,0
2038,2,902,1,1,3,2,0,2,2,6,23,1987,12133045,1,0,0
2039,2,795,1,1,2,5,1,4,3,5,35,1974,9954125,0,0,1
2040,5,1763,2,1,4,2,1,4,3,4,22,1990,15329240,1,0,0
2041,4,1848,3,2,5,1,0,4,2,3,6,1998,14445470,1,0,0
2042,3,1288,2,1,4,4,1,2,2,6,17,1996,15780550,1,0,0
2043,4,1615,2,1,4,4,1,2,2,5,19,1987,10172480,0,1,0
2044,3,1026,1,1,3,4,1,4,3,5,10,1999,13885100,1,0,0
2045,4,1598,2,1,4,2,1,1,1,1,17,1992,11762090,1,0,0
2046,4,1896,3,2,5,4,1,4,3,1,25,1983,9315600,0,1,0
2047,5,2276,4,2,6,5,0,4,3,5,12,1997,13221960,0,0,1
2048,5,2407,4,2,6,1,0,2,2,4,28,1980,17099760,1,0,0
2049,3,1083,1,1,3,1,0,2,3,6,27,1984,9692960,0,0,1
2050,3,728,1,1,2,2,1,2,1,6,34,1980,7638500,0,1,0
2051,7,1894,2,1,5,4,0,3,1,5,42,1967,11863010,0,1,0
2052,6,1595,1,1,4,2,1,1,2,4,9,1998,11679830,0,1,0
2053,3,1274,2,1,4,4,0,2,3,5,32,1978,14254400,1,0,0
2054,6,1760,1,1,4,2,0,2,3,5,21,1987,12308520,0,1,0
2055,2,969,1,1,3,3,1,3,1,3,35,1974,11157225,1,0,0
2056,4,1652,2,1,4,1,1,3,3,4,48,1960,9463960,0,1,0
2057,1,1211,1,1,3,1,0,3,2,5,25,1986,7491375,0,0,1
2058,3,958,1,1,3,2,1,3,1,6,4,2004,12863400,1,0,0
2059,3,818,1,1,3,2,1,1,3,4,22,1987,8027500,0,1,0
2060,2,958,1,1,3,2,1,1,3,1,8,2002,11221720,1,0,0
2061,3,1091,1,1,3,4,1,4,3,6,23,1985,14893850,1,0,0
2062,3,1066,1,1,3,1,1,4,3,5,30,1982,9572300,0,1,0
2063,5,2371,4,2,6,4,0,2,2,4,30,1978,10463400,0,1,0
2064,1,1451,2,2,4,3,1,3,1,3,40,1972,10475000,1,0,0
2065,6,1985,2,1,5,2,0,3,2,6,21,1988,21969520,1,0,0
2066,4,1853,3,2,5,5,1,2,2,5,35,1970,16550350,1,0,0
2067,4,1841,3,2,5,2,0,1,3,5,36,1969,9871170,0,1,0
2068,6,1767,1,1,4,4,1,4,3,4,37,1975,20331090,1,0,0
2069,3,1147,1,1,3,4,1,3,3,4,38,1969,9352100,0,1,0
2070,3,1232,2,1,4,4,0,3,1,5,18,1995,8588100,0,1,0
2071,3,1264,2,1,4,3,0,3,2,6,33,1981,10265430,0,0,1
2072,1,898,1,1,3,4,1,3,3,4,39,1972,9451250,1,0,0
2073,3,743,1,1,2,1,1,3,1,6,37,1977,8010660,0,0,1
2074,3,1064,1,1,3,1,1,1,3,5,27,1985,9955930,0,0,1
2075,3,980,1,1,3,1,1,2,3,6,40,1971,10044600,0,0,1
2076,6,1780,1,1,4,1,0,3,3,4,12,2000,19459290,1,0,0
2077,5,1665,2,1,4,3,1,2,3,6,14,1994,12054580,0,0,1
2078,4,1852,3,2,5,4,1,1,1,3,14,1994,14646780,1,0,0
2079,3,1231,2,1,4,3,0,2,3,4,7,2006,13874850,1,0,0
2080,5,1413,2,1,4,1,1,4,3,4,28,1980,8992960,0,1,0
2081,5,2443,4,2,6,4,0,4,3,4,30,1978,18334400,1,0,0
2082,3,1071,1,1,3,4,1,4,2,6,19,1992,10223050,0,1,0
2083,5,1614,2,1,4,2,0,3,3,5,13,1995,10282340,0,0,1
2084,5,1302,1,1,3,4,1,3,3,6,8,2000,10423760,0,1,0
2085,6,1923,2,1,5,4,0,2,1,5,17,1993,12320640,0,1,0
2086,3,805,1,1,3,4,1,3,2,4,38,1972,7915350,0,0,1
2087,6,1586,1,1,4,3,0,2,1,5,20,1987,10671450,0,1,0
2088,4,1883,3,2,5,2,0,4,2,2,37,1972,13650440,1,0,0
2089,5,1582,2,1,4,1,0,3,2,4,24,1984,12363680,1,0,0
2090,2,1109,1,1,3,3,1,4,2,5,32,1977,9977280,0,1,0
2091,1,968,1,1,3,5,0,2,3,3,31,1980,6297250,0,0,1
2092,1,1687,2,2,4,1,0,2,1,4,28,1983,11110000,1,0,0
2093,4,1754,2,1,4,3,0,2,1,3,53,1957,7091060,0,1,0
2094,6,1766,1,1,4,2,1,1,1,5,31,1976,13161500,0,0,1
2095,4,1656,2,1,4,3,1,2,3,2,8,1998,14178210,1,0,0
2096,3,805,1,1,3,2,0,2,1,4,29,1985,8828350,1,0,0
2097,1,726,1,1,2,4,0,2,2,4,48,1963,6553750,1,0,0
2098,1,1228,1,1,3,5,0,4,2,6,48,1963,10933000,1,0,0
2099,6,1995,2,1,5,2,0,1,2,4,26,1985,20550920,1,0,0
2100,1,931,1,1,3,1,0,2,2,5,42,1968,8092500,1,0,0
2101,3,737,1,1,2,2,0,4,1,4,37,1972,5940040,0,0,1
2102,4,1762,2,1,4,4,1,1,2,3,8,1999,14912460,1,0,0
2103,4,1726,2,1,4,1,1,4,2,3,19,1987,14471130,1,0,0
2104,7,1915,2,1,5,2,1,4,2,5,20,1993,15090150,0,0,1
2105,3,729,1,1,2,4,1,1,3,4,35,1977,7918980,0,0,1
2106,1,1653,2,2,4,1,0,4,1,4,24,1985,11248000,1,0,0
2107,3,1261,2,1,4,2,1,3,3,4,8,2002,15044200,1,0,0
2108,4,1744,2,1,4,3,0,4,2,5,12,2000,9872490,0,1,0
2109,2,791,1,1,2,3,0,3,2,4,5,2004,7359275,0,1,0
2110,5,2199,3,2,5,5,1,2,3,5,11,1998,12687420,0,1,0
2111,4,1915,3,2,5,3,0,3,1,1,30,1977,6997850,0,1,0
2112,3,857,1,1,3,2,1,1,2,4,18,1997,7738700,0,1,0
2113,6,1853,2,1,5,1,1,4,2,5,6,2004,21437220,1,0,0
2114,6,1701,1,1,4,3,0,3,3,5,32,1978,12185540,0,1,0
2115,3,963,1,1,3,1,0,4,1,6,39,1970,11224050,1,0,0
2116,6,1889,2,1,5,4,1,4,1,5,34,1974,13041980,0,1,0
2117,4,1544,2,1,4,5,1,3,1,2,52,1954,7359840,0,1,0
2118,3,916,1,1,3,4,1,3,1,6,12,2002,12501600,1,0,0
2119,1,1175,1,1,3,1,0,1,3,4,5,2006,6898250,0,1,0
2120,6,1966,2,1,5,5,1,4,2,5,20,1990,14622250,0,1,0
2121,5,2292,4,2,6,5,0,3,2,6,24,1985,12996720,0,0,1
2122,6,1781,1,1,4,1,0,2,1,6,41,1970,11430420,0,1,0
2123,1,1075,1,1,3,1,0,3,3,1,17,1994,7541750,1,0,0
2124,3,1056,1,1,3,2,1,3,3,4,10,1999,9341900,0,1,0
2125,3,948,1,1,3,3,0,2,3,4,22,1988,8159260,0,0,1
2126,3,1002,1,1,3,4,0,2,2,5,36,1972,11515200,1,0,0
2127,1,823,1,1,2,1,1,3,2,4,37,1972,6420875,0,0,1
2128,3,856,1,1,3,3,0,4,1,4,24,1990,9656600,1,0,0
2129,5,1432,2,1,4,4,0,2,2,6,28,1981,8925160,0,1,0
2130,2,742,1,1,2,3,1,1,1,2,23,1986,6037545,0,0,1
2131,5,1743,2,1,4,4,1,4,2,4,8,2001,10882620,0,0,1
2132,5,2311,4,2,6,3,0,2,3,5,11,1999,12784640,0,0,1
2133,1,1055,1,1,3,2,0,1,3,3,48,1964,8060000,1,0,0
2134,4,1641,2,1,4,1,1,3,3,6,9,2001,16137480,1,0,0
2135,1,690,1,1,2,2,1,1,2,2,24,1987,6443000,1,0,0
2136,3,756,1,1,2,3,1,4,3,6,14,1998,9960220,0,0,1
2137,4,1704,2,1,4,3,0,4,2,6,19,1986,10906430,0,0,1
2138,1,680,1,1,2,2,0,2,1,3,44,1965,3404000,0,1,0
2139,6,1734,1,1,4,3,0,2,1,6,33,1981,12683980,0,0,1
2140,2,1033,1,1,3,1,1,3,1,3,30,1977,8057450,0,0,1
2141,1,757,1,1,2,1,1,4,2,6,37,1972,9094750,1,0,0
2142,4,1912,3,2,5,5,1,1,2,2,51,1958,10011470,0,0,1
2143,3,845,1,1,3,2,0,2,1,4,29,1982,6519000,0,0,1
2144,3,1275,2,1,4,5,0,1,2,5,38,1970,14008700,1,0,0
2145,3,1173,1,1,3,1,1,2,1,6,11,1995,9562650,0,1,0
2146,5,1502,2,1,4,4,0,3,3,5,13,1995,9325860,0,1,0
2147,3,1187,1,1,3,1,1,1,1,5,13,1998,13533950,1,0,0
2148,6,1889,2,1,5,1,0,4,2,5,8,2002,20707160,1,0,0
2149,7,1853,2,1,5,1,0,2,1,5,20,1989,11698300,0,1,0
2150,2,603,1,1,2,3,0,3,2,3,40,1971,5342000,0,1,0
2151,5,2172,3,2,5,4,1,4,2,4,23,1987,17193660,1,0,0
2152,6,1507,1,1,4,1,0,4,2,5,15,1996,17294550,1,0,0
2153,1,692,1,1,2,4,0,1,2,4,7,2003,6999250,1,0,0
2154,4,1897,3,2,5,1,0,1,3,2,46,1966,7977570,0,1,0
2155,4,1607,2,1,4,4,0,1,2,4,54,1954,8528780,0,0,1
2156,5,1607,2,1,4,5,1,4,2,4,30,1981,14209800,1,0,0
2157,6,1853,2,1,5,2,0,2,3,4,40,1969,13026640,0,0,1
2158,3,1121,1,1,3,5,1,2,1,6,5,2003,10768720,0,0,1
2159,5,2279,4,2,6,3,1,4,3,5,26,1985,13582900,0,0,1
2160,2,729,1,1,2,4,0,4,1,4,10,1996,6853550,0,0,1
2161,2,794,1,1,2,1,0,2,3,4,33,1976,10214695,1,0,0
2162,3,800,1,1,2,4,1,1,2,6,13,1998,11900750,1,0,0
2163,3,1292,2,1,4,3,0,1,3,5,19,1993,10309290,0,0,1
2164,2,831,1,1,3,3,0,1,1,5,16,1994,7656640,0,0,1
2165,4,1850,3,2,5,1,1,2,1,6,37,1970,15746590,1,0,0
2166,1,1454,2,2,4,1,0,4,2,2,30,1982,5829500,0,1,0
2167,3,1053,1,1,3,4,0,1,2,5,4,2006,12486800,1,0,0
2168,2,1115,1,1,3,3,1,4,1,6,38,1971,9795370,0,1,0
2169,5,1498,2,1,4,5,0,4,2,4,27,1983,9023100,0,0,1
2170,3,992,1,1,3,5,1,1,3,6,21,1993,10442550,0,1,0
2171,1,520,1,1,2,1,1,1,2,3,44,1966,4321000,0,1,0
2172,2,833,1,1,3,1,0,4,3,5,34,1975,11280410,1,0,0
2173,3,1114,1,1,3,5,0,2,3,5,19,1994,13551850,1,0,0
2174,1,753,1,1,2,5,1,1,2,5,33,1978,8798750,1,0,0
2175,6,1705,1,1,4,3,1,4,1,4,22,1985,11813340,0,1,0
2176,2,934,1,1,3,4,1,4,3,2,8,2001,12032720,1,0,0
2177,1,1101,1,1,3,4,1,3,3,4,31,1981,7704750,0,1,0
2178,3,1104,1,1,3,2,1,3,2,6,12,1998,14395000,1,0,0
2179,3,1085,1,1,3,2,0,2,3,4,21,1987,8716800,0,0,1
2180,3,1015,1,1,3,5,1,4,2,5,39,1971,13076450,1,0,0
2181,1,1389,2,2,4,2,1,3,2,6,43,1967,8863750,0,1,0
2182,3,1179,1,1,3,1,0,4,3,6,7,2003,10696480,0,0,1
2183,3,855,1,1,3,1,1,1,3,5,7,2007,9354600,0,0,1
2184,2,897,1,1,3,3,0,2,3,6,15,1996,9850425,0,0,1
2185,6,1762,1,1,4,5,0,4,3,4,32,1981,13407250,0,0,1
2186,3,726,1,1,2,1,0,3,3,5,6,2004,10370100,1,0,0
2187,3,1285,2,1,4,3,1,3,3,6,40,1970,15982000,1,0,0
2188,3,940,1,1,3,1,0,3,2,5,14,1994,11359500,1,0,0
2189,6,1914,2,1,5,2,1,4,2,6,18,1992,14499510,0,1,0
2190,2,1285,2,2,4,5,0,1,1,1,27,1982,11955405,1,0,0
2191,3,707,1,1,2,1,0,1,2,6,23,1985,7133850,0,1,0
2192,3,939,1,1,3,4,1,4,1,6,31,1982,12459650,1,0,0
2193,7,1911,2,1,5,3,0,2,3,5,30,1976,21220250,1,0,0
2194,6,1697,1,1,4,2,0,2,2,5,30,1982,12480160,0,0,1
2195,3,740,1,1,2,4,1,4,3,5,9,2004,9002750,0,1,0
2196,7,1639,1,1,4,1,0,1,3,6,31,1980,12041320,0,1,0
2197,3,1210,2,1,4,3,0,4,3,6,39,1972,9967250,0,1,0
2198,1,1467,2,2,4,2,1,1,1,1,15,1994,5729750,0,1,0
2199,1,1412,2,2,4,3,0,4,1,6,14,1995,11673500,1,0,0
2200,3,1124,1,1,3,5,0,2,1,6,24,1985,13030600,1,0,0
2201,6,1996,2,1,5,4,0,1,1,5,33,1976,20618810,1,0,0
2202,1,1632,2,2,4,5,0,1,1,3,50,1961,6827500,0,0,1
2203,3,1021,1,1,3,4,0,2,2,6,22,1991,9338270,0,0,1
2204,1,1448,2,2,4,1,0,4,3,6,39,1971,12252250,1,0,0
2205,5,2450,4,2,6,2,0,4,3,5,26,1983,11967520,0,1,0
2206,3,941,1,1,3,5,1,4,3,5,20,1988,9868000,0,1,0
2207,5,1412,2,1,4,3,1,3,2,6,25,1985,10678140,0,0,1
2208,3,1153,1,1,3,4,0,1,1,6,20,1990,12866800,1,0,0
2209,7,1690,1,1,4,1,1,1,2,5,23,1988,19526110,1,0,0
2210,5,1307,1,1,3,1,1,2,3,4,12,1998,9272780,0,0,1
2211,4,1635,2,1,4,2,1,3,3,4,47,1957,9570490,0,1,0
2212,3,772,1,1,2,5,1,1,1,4,17,1996,10132150,1,0,0
2213,1,1438,2,2,4,1,1,3,3,5,46,1963,12393500,1,0,0
2214,7,1505,1,1,4,3,1,1,1,5,34,1977,11086380,0,1,0
2215,1,1635,2,2,4,2,0,3,2,6,27,1984,8820750,0,1,0
2216,6,1631,1,1,4,3,1,1,1,4,21,1991,12251750,0,0,1
2217,7,1585,1,1,4,5,1,1,2,4,41,1972,11828320,0,1,0
2218,3,1117,1,1,3,4,0,2,3,4,17,1995,12704950,1,0,0
2219,1,1296,1,1,3,1,1,2,3,4,26,1985,11235250,1,0,0
